country,year,taxburden,gdppc,taxrev,category,taxrpc
Estonia,2003,,13119.0234360351,19.8292031975569,Russian,260139.78
Estonia,2004,,14524.2842720795,20.2326596306873,Russian,293864.91
Estonia,2005,,16634.8927393745,19.100312343795,Russian,317731.66
Estonia,2006,,19319.4214911288,19.9592746075041,Russian,385601.63
Estonia,2007,,22168.2505460957,20.222989178807,Russian,448308.28
Estonia,2008,,22802.3421764634,19.3020679183809,Russian,440132.34
Estonia,2009,,20492.9510824178,21.5210231409094,Russian,441029.28
Estonia,2010,,21635.9742031175,19.8239575423901,Russian,428910.63
Estonia,2011,,24557.2361475947,19.2438732127156,Russian,472576.34
Estonia,2012,,25996.0467779508,19.9520759479908,Russian,518675.09
Fiji,1990,,4198.18563944614,22.7570707070707,British,95538.406
Fiji,1991,,4183.79321108463,21.871694417238,British,91506.648
Fiji,1992,,4484.83983419493,21.5925668634943,British,96839.203
Fiji,1993,,4623.77466132488,21.4021803766105,British,98958.859
Fiji,1994,,4894.34936884462,21.4900303018967,British,105179.72
Fiji,1995,,5057.03316187587,22.2061424086037,British,112297.2
Fiji,1996,,5335.15377846353,21.2078200321371,British,113146.98
Fiji,2004,,7035.74951726276,22.3492148047133,British,157243.48
Fiji,2005,,7272.41971049843,21.5360119047619,British,156618.92
Fiji,2006,,7573.56300502875,23.3862792496761,British,177117.45
Fiji,2010,,7914.10092561106,21.8225644213838,British,172705.98
Fiji,2011,,8263.045461942709,22.9170933172774,British,189364.98
Fiji,2012,,8839.515862235559,22.8925761350793,British,202359.3
Georgia,1995,,1883.17962314604,5.41484296030328,Russian,10197.122
Georgia,1996,,2211.25756292787,7.87643789582526,Russian,17416.832
Georgia,1997,,2568.64333036437,10.6237239017322,Russian,27288.557
Georgia,1998,,2745.29680458997,10.0157304713168,Russian,27496.152
Georgia,1999,,2924.39145540716,11.1912784236245,Russian,32727.68
Georgia,2000,,3104.51566879805,11.4014330393341,Russian,35395.926
Georgia,2001,,3377.05112661188,11.8046748576566,Russian,39864.992
Georgia,2002,,3650.85722618158,11.6215128755365,Russian,42428.484
Georgia,2003,,4157.87940249166,10.9223385995026,Russian,45413.766
Georgia,2004,,4545.29312196367,15.102348258909,Russian,68644.602
Georgia,2005,,5169.06242530316,16.5426085759279,Russian,85509.773
Georgia,2006,,5860.35839090633,18.5701129087231,Russian,108827.52
Georgia,2007,,6810.19084575205,20.9552895761984,Russian,142709.52
Georgia,2008,,7132.20527273598,24.2245044534965,Russian,172774.14
Georgia,2009,,6986.00455062308,23.5093961970421,Russian,164236.75
Georgia,2010,,7564.06307018208,21.4273930417568,Russian,162078.16
Georgia,2011,,8360.29720703065,23.2131152688324,Russian,194068.55
Georgia,2012,,9826.052753410861,23.6564036830681,Russian,232449.08
Georgia,2020,,14761.477073018,21.4053148501443,Russian,315974.06
Guatemala,1990,,3321.50921722786,6.86521167042449,Spanish,22802.863
Guatemala,1991,,3464.99979264553,7.32568643787739,Spanish,25383.502
Guatemala,1992,,3619.18384885971,8.31394870079594,Spanish,30089.709
Guatemala,1993,,3753.50081465673,7.81982716975758,Spanish,29351.729
Guatemala,1994,,3890.18959085535,6.76522723609661,Spanish,26318.016
Guatemala,1995,,4067.30334167488,7.71473124255776,Spanish,31378.152
Guatemala,1996,,4163.04130508954,8.529663739048461,Spanish,35509.344
Guatemala,1997,,4319.34783733149,8.69766927303715,Spanish,37568.258
Guatemala,1998,,4479.02509576865,9.371933974514659,Spanish,41977.129
Guatemala,1999,,4608.00275074067,10.2471509266561,Spanish,47218.898
Guatemala,2000,,4763.6604208456,10.0649764496874,Spanish,47946.129
Guatemala,2001,,4863.44667679621,11.0386722099797,Spanish,53685.992
Guatemala,2002,,5013.51161965312,12.0735961626442,Spanish,60531.113
Guatemala,2003,,5124.38873294152,11.8583959396845,Spanish,60767.031
Guatemala,2004,,5313.30678615953,11.7428498298475,Spanish,62393.363
Guatemala,2005,,5541.98033488998,11.3843835155732,Spanish,63092.031
Guatemala,2006,,5894.58435338262,12.0510563506017,Spanish,71035.969
Guatemala,2007,,6310.61154582917,12.2552412852976,Spanish,77338.07
Guatemala,2008,,6518.38840007268,11.4590303096883,Spanish,74694.414
Guatemala,2009,,6476.42568562952,10.5046855711114,Spanish,68032.813
Guatemala,2010,,6618.19053228711,10.6050218415249,Spanish,70186.055
Guatemala,2011,,6910.87650155221,11.0178435431948,Spanish,76142.953
Guatemala,2012,,7204.73293807874,11.0095522578867,Spanish,79320.883
India,1990,,1200.90246203572,9.99359139611536,British,12001.328
India,1991,,1229.30291354714,10.1709224201253,British,12503.145
India,1992,,1299.94595008028,9.805228442221051,British,12746.267
India,1993,,1366.77910307642,8.53523362003571,British,11665.779
India,1994,,1460.26784550526,8.98177201621707,British,13115.793
India,1995,,1573.33256175916,9.226824690752959,British,14516.863
India,1996,,1690.74477516305,9.23146869089268,British,15608.058
India,1997,,1757.51471524373,9.00857773246063,British,15832.708
India,1998,,1852.81042254699,8.113143510932471,British,15032.117
India,1999,,2009.21569230667,8.63830002757078,British,17356.207
India,2000,,2095.64700617136,8.81014349623956,British,18462.951
India,2001,,2206.44816483846,8.079454444569571,British,17826.896
India,2002,,2287.63002432831,8.67627393097178,British,19848.105
India,2003,,2472.10373642451,9.10808432217665,British,22516.129
India,2004,,2695.89367354208,9.57081708050975,British,25801.904
India,2005,,2953.10925891283,10.0809315264093,British,29770.092
India,2006,,3237.29479935858,11.1293370539256,British,36028.945
India,2007,,3525.31445360065,12.1083469904396,British,42685.73
India,2008,,3650.94294321966,10.9771721522223,British,40077.027
India,2009,,3912.41821142619,9.80972540643427,British,38379.75
India,2010,,4236.74434794867,10.3880397905448,British,44011.469
India,2011,,4493.6694656757,10.1773871997608,British,45733.813
India,2012,,4861.15615236202,10.8367717209692,British,52679.238
Ireland,1990,,13709.9046847649,25.3599191864928,British,347682.06
Ireland,1991,,14364.222628973,25.6292263171114,British,368143.91
Ireland,1992,,15079.5213418352,25.9323859859113,British,391047.97
Ireland,1993,,15773.3976826346,25.8405331609262,British,407593
Ireland,1994,,16970.4701958335,27.0565038489058,British,459161.59
Ireland,1995,,18898.4594892657,26.5265891801017,British,501311.66
Ireland,1996,,20430.7580465294,27.2110370281305,British,555942.13
Ireland,1997,,22628.3789130441,26.8735851463462,British,608105.69
Ireland,1998,,25091.4964124992,26.4943284050314,British,664782.38
Ireland,1999,,27041.3474221597,26.6510599729647,British,720680.56
Ireland,2000,,30218.7826324208,26.3499404107767,British,796263.13
Ireland,2001,,32581.3613276543,24.2082381522214,British,788737.38
Ireland,2002,,35222.028724352,23.5168457829207,British,828311
Ireland,2003,,36245.7174606118,24.1607391790456,British,875723.31
Ireland,2004,,38701.2532742836,25.0697230795881,British,970229.69
Ireland,2005,,40466.2343515711,25.4571402375003,British,1030154.6
Ireland,2006,,44173.2184534255,26.818812774603,British,1184673.3
Ireland,2007,,46716.7120069338,25.937168346525,British,1211699.3
Ireland,2008,,44169.0943411644,23.810941221499,British,1051707.8
Ireland,2009,,41501.6092754097,22.0623763090019,British,915624.13
Ireland,2010,,43236.1514623189,21.8436827192522,British,944436.75
Ireland,2011,,45080.1886960425,21.860349392154,British,985468.69
Ireland,2012,,46361.463694173,22.4820628999951,British,1042301.3
Italy,1990,,18592.6259617148,24.1777296606365,Spanish,449527.47
Italy,1991,,19503.5889309405,24.8085232753372,Spanish,483855.25
Italy,1992,,20100.8018011806,25.4978052359135,Spanish,512526.34
Italy,1993,,20389.1102089136,26.2749378403874,Spanish,535722.63
Italy,1994,,21268.1046861876,25.0940032697273,Spanish,533701.88
Italy,1995,,22340.5588965298,24.3630312862259,Spanish,544283.75
Italy,1996,,23002.2844628152,24.2906235146973,Spanish,558739.81
Italy,1997,,23867.5285655418,25.7756322038586,Spanish,615200.63
Italy,1998,,25020.064282782,24.6443778103309,Spanish,616603.94
Italy,1999,,25602.3894720393,24.9930753491364,Spanish,639882.44
Italy,2000,,27084.1918203274,23.8097405190071,Spanish,644867.56
Italy,2001,,28045.8607832132,23.4057500716183,Spanish,656434.44
Italy,2002,,28736.5771073504,22.8913877183109,Spanish,657820.13
Italy,2003,,29166.8324471885,22.7635726624321,Spanish,663941.31
Italy,2004,,29530.2153083267,22.2158492727837,Spanish,656038.81
Italy,2005,,30130.6444569128,21.9593096119247,Spanish,661648.13
Italy,2006,,32410.1780280678,23.3278211677977,Spanish,756058.81
Italy,2007,,34099.7862968923,23.7633479184746,Spanish,810325.06
Italy,2008,,35523.2713104342,23.4899640312502,Spanish,834440.38
Italy,2009,,34628.3972092211,23.7429449463464,Spanish,822180.13
Italy,2010,,35185.29289013,23.680622988167,Spanish,833209.63
Italy,2011,,36598.0149693024,23.6475892912704,Spanish,865454.81
Italy,2012,,36486.2967870302,24.9468297858102,Spanish,910217.44
Jamaica,1990,,4762.89949527943,23.4864850280994,British,111863.77
Jamaica,1991,,5121.0885065529,23.0828644767169,British,118209.39
Jamaica,1992,,5293.09495655368,23.4680682029233,British,124218.71
Jamaica,1993,,5872.66784091816,21.3287135032817,British,125256.45
Jamaica,1994,,6021.77076345676,21.1031675539708,British,127078.44
Jamaica,1995,,6231.26649116811,21.7440400125625,British,135492.91
Jamaica,1996,,6276.39659630335,20.1091995719527,British,126213.31
Jamaica,1997,,6253.97090593028,19.9140942077378,British,124542.16
Jamaica,1998,,6117.62026963529,20.851857286619,British,127563.74
Jamaica,1999,,6214.26667219913,21.892234514133,British,136044.19
Jamaica,2000,,6355.8472555378,22.4946625353317,British,142972.64
Jamaica,2001,,6533.37375669328,21.4148130153716,British,139910.98
Jamaica,2002,,6723.67797400257,21.8590101924323,British,146972.95
Jamaica,2003,,7056.14797251069,24.071100071624,British,169849.25
Jamaica,2004,,7300.05846676836,24.1674973059177,British,176424.14
Jamaica,2005,,7553.20140626909,23.2159728449925,British,175354.92
Jamaica,2006,,7965.47713872543,24.0143899425756,British,191286.08
Jamaica,2007,,8255.173533302541,24.786546428363,British,204617.23
Jamaica,2008,,8306.50486208059,24.684756616975,British,205044.05
Jamaica,2009,,7966.13079910865,24.9559702047372,British,198802.52
Jamaica,2010,,7900.19947850272,24.2781717265526,British,191802.41
Jamaica,2011,,8159.87616499912,23.364368298024,British,190650.36
Jamaica,2012,,8187.19367364946,24.3328930313007,British,199218.11
Kazakhstan,1997,,6470.00269555572,6.78722058676219,Russian,43913.336
Kazakhstan,1998,,6530.41311634226,7.29479389602331,Russian,47638.02
Kazakhstan,1999,,6868.85943069398,7.74536993437448,Russian,53201.855
Kazakhstan,2000,,7733.78944277979,10.2213950712596,Russian,79050.117
Kazakhstan,2001,,8985.655500612191,9.642300653237671,Russian,86642.391
Kazakhstan,2002,,10021.8969616521,12.1343597833771,Russian,121609.3
Kazakhstan,2003,,11119.8870659711,13.0832376530724,Russian,145484.13
Kazakhstan,2004,,12428.8368274929,13.9086779667034,Russian,172868.69
Kazakhstan,2010,,19225.0769114856,15.7123804636498,Russian,302071.72
Kazakhstan,2011,,20779.4442514491,18.2578342100647,Russian,379387.66
Kazakhstan,2012,,22032.1745436853,13.3120981501594,Russian,293294.47
Latvia,1995,,5504.24133371149,19.3430706966001,Russian,106468.93
Latvia,1996,,5794.6604591945,18.6563390349611,Russian,108107.15
Latvia,1997,,6485.20869607095,22.2506590041957,Russian,144300.17
Latvia,1998,,7067.8948103742,23.6639402203995,Russian,167254.23
Latvia,1999,,7405.84797519522,22.668383189092,Russian,167878.59
Latvia,2000,,8043.00569944046,20.7150632819847,Russian,166611.38
Latvia,2001,,9048.46350942732,20.6606622727667,Russian,186947.25
Latvia,2002,,10081.1918636281,19.9626882288858,Russian,201247.69
Latvia,2003,,11049.5492635317,20.2045923195326,Russian,223251.64
Latvia,2004,,12268.4158420962,20.3305978777109,Russian,249424.23
Latvia,2005,,13913.7883003324,21.4393809655405,Russian,298303
Latvia,2006,,15838.0960307176,22.1230199176148,Russian,350386.5
Latvia,2007,,18214.4611078392,21.6093887447784,Russian,393603.38
Latvia,2008,,19573.1553855671,20.6825000315135,Russian,404821.78
Latvia,2009,,17036.2755821982,18.6710358584194,Russian,318084.91
Latvia,2010,,17720.4302800163,19.6578123304584,Russian,348344.91
Latvia,2011,,19248.419400173,20.5991087446138,Russian,396500.28
Latvia,2012,,21290.4595879,21.0757701735068,Russian,448712.84
Lithuania,1995,,5916.11420501002,19.8245468908768,Russian,117284.28
Lithuania,1996,,6369.8529676216,18.9089674146695,Russian,120447.34
Lithuania,1997,,7067.09388040362,21.646091447724,Russian,152974.95
Lithuania,1998,,7762.2258433188,22.1867095470891,Russian,172218.25
Lithuania,1999,,7820.71797164568,22.2138171507516,Russian,173728
Lithuania,2000,,8449.56543083844,20.3003732776969,Russian,171529.33
Lithuania,2001,,9440.154020119789,19.4046292117649,Russian,183182.69
Lithuania,2002,,10480.7210077901,19.2018397104698,Russian,201249.13
Lithuania,2003,,12055.2307165504,19.0638544297548,Russian,229819.16
Lithuania,2004,,13019.5747299918,19.3620092659203,Russian,252085.13
Lithuania,2005,,14510.5300945386,19.754629223377,Russian,286650.16
Lithuania,2006,,16461.7907353228,20.4842031803465,Russian,337206.66
Lithuania,2007,,19071.440238685,20.3693543521904,Russian,388472.94
Lithuania,2008,,20721.0131961211,20.4820339162195,Russian,424408.5
Lithuania,2009,,18130.0557062015,17.0401288023968,Russian,308938.5
Lithuania,2010,,20112.0978087158,15.9649734661685,Russian,321089.09
Lithuania,2011,,22884.8249519631,15.4823769505595,Russian,354311.5
Lithuania,2012,,24703.6858202502,15.5299601501495,Russian,383647.25
Luxembourg,1990,,28629.7940220589,22.8762783310351,Spanish,654943.13
Luxembourg,1991,,31728.5504923656,21.6080563317211,Spanish,685592.31
Luxembourg,1992,,32606.1205724107,22.1858223535426,Spanish,723393.63
Luxembourg,1993,,34316.9881207223,23.7543663412643,Spanish,815178.31
Luxembourg,1994,,35896.8294937801,25.0283129775525,Spanish,898437.06
Luxembourg,1995,,38252.8274524849,24.4731548880303,Spanish,936167.38
Luxembourg,1996,,39623.6653048493,24.6973434313844,Spanish,978599.25
Luxembourg,1997,,42470.8047828728,25.2441292715922,Spanish,1072138.5
Luxembourg,1998,,44265.6621720161,25.6011217902933,Spanish,1133250.6
Luxembourg,1999,,49844.6769627976,25.1002700586473,Spanish,1251114.9
Luxembourg,2000,,55141.2546903647,25.4725446898675,Spanish,1404588.1
Luxembourg,2001,,56149.4687507859,24.9846931868067,Spanish,1402877.3
Luxembourg,2002,,58575.6792717544,24.7814349904087,Spanish,1451589.4
Luxembourg,2003,,60134.5212013153,24.6298216052617,Spanish,1481102.5
Luxembourg,2004,,64638.9808698579,24.0424454777963,Spanish,1554079.1
Luxembourg,2005,,68787.85474942659,25.3354431721609,Spanish,1742770.8
Luxembourg,2006,,78773.0192805277,23.9299641009983,Spanish,1885035.5
Luxembourg,2007,,85006.6446125022,24.3745461009237,Spanish,2071998.4
Luxembourg,2008,,90970.7211980147,23.5505944966802,Spanish,2142414.5
Luxembourg,2009,,86939.7825552494,23.8343045099039,Spanish,2072149.3
Luxembourg,2010,,90430.7561785984,23.8117229050074,Spanish,2153312
Luxembourg,2011,,94475.03022650231,23.9820392204888,Spanish,2265704
Luxembourg,2012,,96636.426643956,24.4267546411124,Spanish,2360514.3
Malaysia,1996,,11620.331451612,19.3779263159554,British,225177.92
Malaysia,1997,,12373.3166394774,19.7533668092053,British,244414.66
Malaysia,1998,,11302.4638397748,16.7301574972727,British,189092
Malaysia,1999,,11875.8112949594,14.0937080235667,British,167374.22
Malaysia,2000,,12913.1749194477,13.6669089031737,British,176483.19
Malaysia,2001,,12976.6757909642,17.7948888050621,British,230918.5
Malaysia,2002,,13606.0510296712,17.4469550876406,British,237384.16
Malaysia,2003,,14369.8270420309,15.4956551225138,British,222669.89
Malaysia,2004,,15450.0485640401,15.1990937626569,British,234826.73
Malaysia,2005,,16454.2153771604,14.8263910607125,British,243956.63
Malaysia,2006,,17549.6029455376,14.5161969824928,British,254753.5
Malaysia,2007,,18784.4843116974,14.3037228371975,British,268688.06
Malaysia,2008,,19695.079208937,14.6629582567858,British,288788.13
Malaysia,2009,,19193.1918612103,14.9405015326636,British,286755.91
Malaysia,2010,,20508.7575347559,13.3321953103767,British,273426.75
Malaysia,2011,,21704.7442727685,14.794353171378,British,321107.66
Malaysia,2012,,22985.8016562374,15.613146742555,British,358880.69
Malta,1990,,9002.409076708431,42.4343268358167,British,382011.16
Malta,1991,,9626.16953493811,43.0508343726736,British,414414.63
Malta,1992,,10201.6004371189,44.1720400341012,British,450625.5
Malta,1993,,10802.9208471266,45.2629229121742,British,488971.78
Malta,1994,,11548.613100542,42.314009539659,British,488668.13
Malta,1995,,12451.4971969802,47.258076784006,British,588433.81
Malta,1996,,13047.4881710866,42.418543758756,British,553455.44
Malta,1997,,13815.3055253774,46.6252019539623,British,644141.44
Malta,1998,,14469.9954035034,42.7055588406496,British,617949.25
Malta,1999,,15110.483503687,47.6655616191082,British,720249.69
Malta,2000,,18363.4884177059,48.585271572461,British,892195.06
Malta,2001,,18518.5462389906,51.4240939123247,British,952299.44
Malta,2002,,19599.8460391727,53.7273247120699,British,1053047.3
Malta,2003,,20907.9631588098,54.0696698360108,British,1130486.6
Malta,2004,,21527.4713485994,55.0240057347951,British,1184527.8
Malta,2005,,22306.6808571257,58.81945232809,British,1312066.8
Malta,2006,,23289.8142057344,60.0276661628348,British,1398033.3
Malta,2007,,25028.7605053717,62.50279444785,British,1564367.5
Malta,2008,,26523.4709226976,25.8058758972557,British,684461.38
Malta,2009,,26669.1569670996,26.0145108231299,British,693785.06
Malta,2010,,28744.7001159168,25.3101189711511,British,727531.75
Malta,2011,,28973.1956258916,25.8081278253627,British,747743.94
Malta,2012,,30243.9876570776,25.6916732523498,British,777018.63
Mexico,1990,,8081.83577248088,11.8483646611837,Spanish,95756.539
Mexico,1991,,8559.90033422319,11.5944926057709,Spanish,99247.703
Mexico,1992,,8936.04811712674,11.6024353429574,Spanish,103679.92
Mexico,1993,,8555.640559998819,9.070611435219011,Spanish,77604.891
Mexico,1994,,9014.382314463541,8.49192167477219,Spanish,76549.43
Mexico,1995,,8482.612599780939,8.47962461733246,Spanish,71929.367
Mexico,1996,,9076.08763738117,8.74298165622915,Spanish,79352.07
Mexico,1997,,9712.090654806259,8.9877306757099,Spanish,87289.656
Mexico,1998,,10173.1662805571,8.155611882971019,Spanish,82968.398
Mexico,1999,,10448.8243676125,8.60813618545405,Spanish,89944.906
Mexico,2000,,11089.8134294426,9.572861437564329,Spanish,106161.25
Mexico,2008,,14924.8216140502,10.0237674138845,Spanish,149602.94
Mexico,2009,,14558.2449421911,9.679796262687811,Spanish,140920.84
Mexico,2010,,15260.6208214691,10.1109133125608,Spanish,154298.81
Mexico,2011,,16520.2592224915,10.0124026674765,Spanish,165407.48
Mexico,2012,,17162.9273706838,9.773015604939861,Spanish,167733.56
Moldova,1996,,3058.13304560972,12.0896762347,Russian,36971.84
Moldova,1997,,3175.81155531082,18.2831060982003,Russian,58063.699
Moldova,1998,,3002.66190609413,18.0802408389372,Russian,54288.852
Moldova,1999,,2948.04242583586,15.0573539668779,Russian,44389.719
Moldova,2000,,3083.73543020041,14.7257496118183,Russian,45410.316
Moldova,2001,,3351.09425092293,12.1712003093085,Russian,40786.84
Moldova,2002,,3678.12846682428,12.8813543692286,Russian,47379.277
Moldova,2003,,4004.96099950252,14.6728701256381,Russian,58764.273
Moldova,2004,,4428.07283180443,16.3573926073926,Russian,72431.727
Moldova,2005,,4920.41306115406,18.4853394242006,Russian,90955.508
Moldova,2006,,5327.428299442,19.5712115118202,Russian,104264.23
Moldova,2007,,5647.72573249059,20.5665356541269,Russian,116154.16
Moldova,2008,,6218.49981632334,20.4459489526716,Russian,127143.13
Moldova,2009,,5897.39182807244,17.6853133213094,Russian,104297.22
Moldova,2010,,6396.08927156131,15.160640793259,Russian,96968.813
Moldova,2011,,6913.60229203322,15.2403271612774,Russian,105365.56
Moldova,2012,,7363.1623193664,15.5953463259033,Russian,114831.07
Morocco,1990,,2549.07995252081,18.676721475858,Spanish,47608.457
Morocco,1991,,2774.43996911223,18.4154193783175,Spanish,51092.477
Morocco,1992,,2729.05808236974,20.6514295555341,Spanish,56358.949
Morocco,1993,,2725.60302221673,20.2477033406709,Spanish,55187.203
Morocco,1994,,3028.39254515345,18.8549351466086,Spanish,57100.145
Morocco,1995,,2879.88079107495,18.351209036907,Spanish,52849.293
Morocco,1997,,3208.42171591406,19.4054874639843,Spanish,62260.988
Morocco,1998,,3434.52751079975,19.1652470155573,Spanish,65823.57
Morocco,1999,,3477.87895148896,19.8732387628787,Spanish,69116.719
Morocco,2002,,4014.23916540692,19.0725660331981,Spanish,76561.844
Morocco,2003,,4281.40038891461,18.7897724841481,Spanish,80446.539
Morocco,2004,,4553.55713467899,18.9788516520112,Spanish,86421.289
Morocco,2005,,4793.26702800313,20.9729412608579,Spanish,100528.91
Morocco,2006,,5250.52167643913,21.451021443388,Spanish,112629.05
Morocco,2007,,5516.87427112371,23.9054028489523,Spanish,131883.11
Morocco,2008,,5886.67211198563,26.4926255843365,Spanish,155953.41
Morocco,2009,,6107.38027064461,23.4563039837761,Spanish,143256.56
Morocco,2010,,6332.12566680149,22.8192333812509,Spanish,144494.25
Morocco,2011,,6712.32317824853,23.2967561359164,Spanish,156375.36
Morocco,2012,,6702.41832426533,23.9036403718971,Spanish,160212.2
Myanmar,1990,,400.273998969675,6.80892838068957,British,2725.437
Myanmar,1991,,412.652237952342,6.18756712299974,British,2553.3135
Myanmar,1992,,435.679709963281,5.76024003827627,British,2509.6196
Myanmar,1993,,475.17477489864,5.58818097755117,British,2655.3625
Myanmar,1994,,512.331329002907,4.82562128583686,British,2472.3169
Myanmar,1995,,554.135180239329,4.20305055270839,British,2329.0581
Myanmar,1996,,594.557321801345,4.49012643292196,British,2669.6375
Myanmar,1997,,633.515997825696,5.1717796963519,British,3276.4053
Myanmar,1998,,668.884077359695,4.15149022546198,British,2776.8657
Myanmar,1999,,726.985650717433,3.17328825377043,British,2306.9351
Myanmar,2000,,825.901132734739,3.19317570277791,British,2637.2473
Myanmar,2001,,939.0871837952729,2.62551426933766,British,2465.5869
Myanmar,2002,,1054.92519029143,2.45405168972274,British,2588.8411
Myanmar,2003,,1202.79183488075,2.55689777360985,British,3075.4158
Myanmar,2004,,1392.31676831473,3.53789061690866,British,4925.8643
Myanmar,2005,,1617.62678007195,4.46458703594925,British,7222.0356
Myanmar,2012,,3547.13065293373,4.75368401284114,British,16861.938
Netherlands,1990,,19128.774141676,23.2862181112213,Spanish,445436.81
Netherlands,1991,,20098.9867221066,24.4911168646405,Spanish,492246.63
Netherlands,1992,,20750.2581973578,23.6365100860718,Spanish,490463.69
Netherlands,1993,,21359.6328121328,24.3160655768925,Spanish,519382.22
Netherlands,1994,,22326.7050872988,21.8467562525623,Spanish,487766.09
Netherlands,1995,,23389.326628483,20.8701641950921,Spanish,488139.09
Netherlands,1996,,24455.254938112,21.479579252811,Spanish,525288.56
Netherlands,1997,,26007.9799357772,20.9377692753749,Spanish,544549.06
Netherlands,1998,,27707.8404491351,20.7080992657782,Spanish,573776.69
Netherlands,1999,,29268.5360985179,21.2206675741848,Spanish,621097.88
Netherlands,2000,,31884.6894157317,20.9379500759944,Spanish,667600.06
Netherlands,2001,,33194.5230715568,21.2141586823303,Spanish,704193.88
Netherlands,2002,,34447.2053180645,21.1580865112734,Spanish,728836.94
Netherlands,2003,,34114.4175404508,20.3537372516137,Spanish,694355.88
Netherlands,2004,,35780.1066293166,20.170002607286,Spanish,721684.88
Netherlands,2005,,37625.5617084958,21.234817556541,Spanish,798971.94
Netherlands,2006,,40958.9189451551,21.6000109486679,Spanish,884713.13
Netherlands,2007,,43885.8313505338,21.595200025841,Spanish,947723.31
Netherlands,2008,,46420.2016795592,21.1439157722984,Spanish,981504.81
Netherlands,2009,,44589.7191507572,20.9443347278192,Spanish,933902
Netherlands,2010,,45078.3181447046,20.9861902698271,Spanish,946022.19
Netherlands,2011,,46599.02103045,20.2294425079072,Spanish,942672.19
Netherlands,2012,,47272.1030187972,19.4077486423489,Spanish,917445.06
Nicaragua,1990,,1974.13722951829,26.2658373469951,Spanish,51852.367
Nicaragua,1991,,1992.10143863645,18.2393673743543,Spanish,36334.672
Nicaragua,1992,,1999.93993759935,19.8495091477019,Spanish,39697.824
Nicaragua,1993,,1994.52409435579,18.9808828317596,Spanish,37857.828
Nicaragua,1994,,2060.54392979523,8.9936659409003,Spanish,18531.844
Nicaragua,1995,,2183.49798991955,9.40273440161028,Spanish,20530.852
Nicaragua,1996,,2319.96522107029,9.494441288423941,Spanish,22026.773
Nicaragua,1997,,2411.34072176215,10.589091758038,Spanish,25533.908
Nicaragua,1998,,2486.2525854385,11.0364830637541,Spanish,27439.484
Nicaragua,1999,,2656.11980132476,10.7189463745964,Spanish,28470.807
Nicaragua,2000,,2783.22891252777,10.6468701120311,Spanish,29632.676
Nicaragua,2001,,2885.20362106677,9.802508066499961,Spanish,28282.232
Nicaragua,2002,,2911.09479290476,10.3954991061828,Spanish,30262.283
Nicaragua,2003,,2998.08761692462,11.7208158960434,Spanish,35140.031
Nicaragua,2004,,3198.34719897089,12.1881791801183,Spanish,38982.027
Nicaragua,2005,,3392.56217832768,12.8998034816805,Spanish,43763.387
Nicaragua,2006,,3590.83108463621,13.6841750955082,Spanish,49137.563
Nicaragua,2007,,3821.59213644485,13.8620039284124,Spanish,52974.926
Nicaragua,2008,,3974.72954977733,13.2017059330992,Spanish,52473.211
Nicaragua,2009,,3820.50291722455,13.1376850661469,Spanish,50192.563
Nicaragua,2010,,3981.08092009041,13.6784134892971,Spanish,54454.871
Nicaragua,2011,,4263.15777678703,14.5197831928862,Spanish,61900.125
Nicaragua,2012,,4427.94692395537,15.0091332693533,Spanish,66459.648
Paraguay,2005,,7485.2992173735,8.264764504404321,Spanish,61864.234
Paraguay,2006,,7960.72539286794,8.35050418277665,Spanish,66476.07
Paraguay,2007,,8495.336999042829,7.83787789139878,Spanish,66585.414
Paraguay,2008,,9097.52048887733,8.09407229993163,Spanish,73635.992
Paraguay,2009,,9020.30802243108,8.327582816999239,Spanish,75117.359
Paraguay,2010,,10001.5304279296,8.871213476066821,Spanish,88725.711
Paraguay,2011,,10503.5958528238,9.36683510297004,Spanish,98385.453
Paraguay,2012,,10018.7236347841,9.457778351219581,Spanish,94754.867
Peru,1990,,3359.26402982335,10.7238952091481,Spanish,36024.395
Peru,1991,,3478.86028882839,11.0279442716709,Spanish,38364.676
Peru,1992,,3470.4256698301,11.9830523810582,Spanish,41586.293
Peru,1993,,3668.48360515181,12.1654220628628,Spanish,44628.652
Peru,1994,,4129.78966769938,12.9721441686363,Spanish,53572.227
Peru,1995,,4445.42627906544,13.6847575729859,Spanish,60834.582
Peru,1996,,4568.05314317106,14.1998141675147,Spanish,64865.504
Peru,1997,,4861.12190848049,14.3987605306478,Spanish,69994.133
Peru,1998,,4811.26041805526,14.2348049647571,Spanish,68487.352
Peru,1999,,4873.86444489795,12.9941892981826,Spanish,63331.918
Peru,2000,,5043.26718093489,12.6086474992247,Spanish,63588.777
Peru,2001,,5120.06880606732,12.8971056336871,Spanish,66034.07
Peru,2002,,5423.64423020835,12.4871426273152,Spanish,67725.82
Peru,2003,,5697.43212566785,13.411521163568,Spanish,76411.234
Peru,2004,,6084.89253463637,13.6633689429004,Spanish,83140.133
Peru,2005,,6610.89170564893,14.1047421923916,Spanish,93244.922
Peru,2006,,7262.25808387806,15.6699876015142,Spanish,113799.49
Peru,2007,,8026.61032508827,16.4074683503203,Spanish,131696.36
Peru,2008,,8857.863860699261,16.5121709202423,Spanish,146262.56
Peru,2009,,8951.012534840431,14.4565268083919,Spanish,129400.55
