,year,yearCode,country,countryCode,gini,govExpEdu,gdpGrowth,gdpPC
3850,2017,YR2017,Russian Federation,RUS,37.2,4.689909935,1.825790064,25926.44385
3854,2017,YR2017,Sao Tome and Principe,STP,56.3,5.036369801,3.848980918,3952.945394
3857,2017,YR2017,Serbia,SRB,36.2,3.7101600169999998,2.101163847,16611.01686
3863,2017,YR2017,Slovenia,SVN,24.2,4.780779839,4.815380632,36507.55304
3868,2017,YR2017,Spain,ESP,34.7,4.207779884,2.973641191,39528.92539
3876,2017,YR2017,Sweden,SWE,28.8,7.5688300129999995,2.567924525,51947.95425
3877,2017,YR2017,Switzerland,CHE,32.7,4.9515700339999995,1.5848196159999999,69103.57026000001
3880,2017,YR2017,Tanzania,TZA,40.5,4.430510044,6.785680114,2530.603317
3881,2017,YR2017,Thailand,THA,36.5,3.3557300569999997,4.177681032,17422.95235
3892,2017,YR2017,Ukraine,UKR,26.0,5.412260056,2.466035625,11871.12362
3894,2017,YR2017,United Kingdom,GBR,35.1,5.444180012,1.7403094430000001,45744.71049
3896,2017,YR2017,Uruguay,URY,39.5,4.485839844,1.6277539730000001,23009.87423
3905,2017,YR2017,Zimbabwe,ZWE,44.3,5.381060122999999,4.699399849,3274.611198
3911,2018,YR2018,Angola,AGO,51.3,2.044699907,-2.003629727,6933.499934
3913,2018,YR2018,Argentina,ARG,41.3,4.945519924,-2.565351882,22759.398559999998
3914,2018,YR2018,Armenia,ARM,34.4,2.255870104,5.2,12715.10895
3917,2018,YR2018,Austria,AUT,30.8,5.225359917,2.580120733,55297.61829
3923,2018,YR2018,Belarus,BLR,25.2,5.381110191,3.149197594,18885.2355
3924,2018,YR2018,Belgium,BEL,27.2,6.3766398429999995,1.7879200780000002,51110.95847
3932,2018,YR2018,Brazil,BRA,53.9,6.088510036000001,1.7836667609999999,14668.256159999999
3948,2018,YR2018,Colombia,COL,50.4,4.449100018,2.564324283,14314.855580000001
3952,2018,YR2018,Costa Rica,CRI,48.0,6.779069901000001,2.05620273,20559.86043
3958,2018,YR2018,Czech Republic,CZE,25.0,4.26692009,3.198656101,39932.99219
3962,2018,YR2018,Dominican Republic,DOM,43.7,3.9284899230000003,6.982527585,17711.79553
3963,2018,YR2018,Ecuador,ECU,45.4,4.621459961,1.289291933,11561.74785
3965,2018,YR2018,El Salvador,SLV,38.6,3.605750084,2.412371287,8614.017959
3968,2018,YR2018,Estonia,EST,30.3,5.238870144,4.133819798,35097.7041
3973,2018,YR2018,Finland,FIN,27.3,6.269299984,1.141947509,48049.58378
3974,2018,YR2018,France,FRA,32.4,5.413169861,1.865066071,45284.00279
3978,2018,YR2018,Georgia,GEO,36.4,3.52105999,4.842919885,14253.40899
3982,2018,YR2018,Greece,GRC,32.9,3.593950033,1.5589776519999998,29150.694489999998
3991,2018,YR2018,Honduras,HND,48.9,6.056469917,3.84499477,5680.362884
3993,2018,YR2018,Hungary,HUN,29.6,4.627309799,5.399709209,31095.5575
3996,2018,YR2018,Indonesia,IDN,37.8,3.0,5.17429154,11371.725559999999
3997,2018,YR2018,"Iran, Islamic Rep.",IRN,42.0,3.9553599360000002,-6.025971802999999,13471.86064
4006,2018,YR2018,Kazakhstan,KAZ,27.8,2.6159501080000003,4.1,25544.34476
4013,2018,YR2018,Kyrgyz Republic,KGZ,27.7,5.552670002,3.7579101280000002,5133.1519149999995
4015,2018,YR2018,Latvia,LVA,35.1,4.245170116000001,4.024311045,30036.08655
4021,2018,YR2018,Lithuania,LTU,35.7,3.894959927,3.9368459010000003,35427.46186
4022,2018,YR2018,Luxembourg,LUX,35.4,3.6662600039999997,3.110836266,113589.6705
4033,2018,YR2018,Mexico,MEX,45.4,4.254429817,2.194992049,19928.39566
4035,2018,YR2018,Moldova,MDA,25.7,5.4397301670000004,4.301477741999999,12363.146840000001
4037,2018,YR2018,Mongolia,MNG,32.7,6.1730198860000005,7.246629636000001,11915.55675
4045,2018,YR2018,Netherlands,NLD,28.1,5.357649803,2.360915095,56060.913629999995
4053,2018,YR2018,Norway,NOR,27.6,7.644110202999999,1.118828827,64341.2589
4057,2018,YR2018,Panama,PAN,49.2,2.88293004,3.598112758,31012.94615
4059,2018,YR2018,Paraguay,PRY,46.0,3.2832000260000003,3.2042503410000003,12827.70802
4060,2018,YR2018,Peru,PER,42.4,3.714299917,3.96915687,12781.41644
4061,2018,YR2018,Philippines,PHL,42.3,3.1331000330000003,6.341485571000001,8516.136548999999
4062,2018,YR2018,Poland,POL,30.2,4.615799904,5.353704746,31674.13162
4063,2018,YR2018,Portugal,PRT,33.5,4.6751599310000005,2.8493264610000004,34040.72556
4066,2018,YR2018,Romania,ROU,35.8,3.344749928,4.474523775,28523.47318
4067,2018,YR2018,Russian Federation,RUS,37.5,4.678199768,2.80724541,26656.40954
4075,2018,YR2018,Seychelles,SYC,32.1,4.498839855,1.327618768,27342.16165
4076,2018,YR2018,Sierra Leone,SLE,35.7,6.989630222000001,3.446162621,1663.29348
4079,2018,YR2018,Slovak Republic,SVK,25.0,3.975830078,3.650123358,31132.572969999997
4080,2018,YR2018,Slovenia,SVN,24.6,4.936039925,4.4225215680000005,37984.13292
4085,2018,YR2018,Spain,ESP,34.7,4.178160191,2.288785676,40256.95248
4093,2018,YR2018,Sweden,SWE,30.0,7.640840054,1.950022846,52349.29243
4094,2018,YR2018,Switzerland,CHE,33.1,4.86093998,2.916905098,70597.29207000001
4098,2018,YR2018,Thailand,THA,36.4,3.056770086,4.189585496,18095.736569999997
4104,2018,YR2018,Turkey,TUR,41.9,4.29460001,2.958966728,28312.683419999998
4109,2018,YR2018,Ukraine,UKR,26.1,5.319479942,3.405295518,12338.00245
4113,2018,YR2018,Uruguay,URY,39.7,4.662799835,0.477907184,23035.08339
4117,2018,YR2018,Vietnam,VNM,35.7,4.167449951,7.075788617000001,7585.943155
4130,2019,YR2019,Argentina,ARG,42.9,4.802370071,-2.088014861,22063.90437
4131,2019,YR2019,Armenia,ARM,29.9,2.561850071,7.599999999,13653.76338
4140,2019,YR2019,Belarus,BLR,25.3,4.97947979,1.4,19283.11715
4165,2019,YR2019,Colombia,COL,51.3,4.506219864,3.281116805,14585.30249
4169,2019,YR2019,Costa Rica,CRI,48.2,6.808790207,2.1679518069999997,20805.34368
4179,2019,YR2019,Dominican Republic,DOM,41.9,4.0427699089999996,5.05216802,18412.89999
4180,2019,YR2019,Ecuador,ECU,45.7,4.225659847,0.012105103,11370.6033
4182,2019,YR2019,El Salvador,SLV,38.8,3.3851599689999996,2.635146667,8796.062064
4195,2019,YR2019,Georgia,GEO,35.9,3.8086400030000003,4.982350475,14989.25816
4208,2019,YR2019,Honduras,HND,48.2,4.912849903,2.653066255,5736.181633
4213,2019,YR2019,Indonesia,IDN,38.2,2.841850042,5.018159715,11811.975559999999
4230,2019,YR2019,Kyrgyz Republic,KGZ,29.7,5.3667497630000005,4.600625657,5258.366696
4274,2019,YR2019,Panama,PAN,49.8,3.1273601060000003,3.0397502110000003,31432.113269999998
4276,2019,YR2019,Paraguay,PRY,45.7,3.469710112,-0.401855101,12615.52865
4277,2019,YR2019,Peru,PER,41.5,3.819960117,2.203974749,12853.692070000001
4315,2019,YR2019,Thailand,THA,34.9,2.9689800739999996,2.266433672,18453.46982
4326,2019,YR2019,Ukraine,UKR,26.6,5.439650059,3.221483145,12808.798999999999
4330,2019,YR2019,Uruguay,URY,39.7,4.683320045,0.35044715299999996,23032.73404
